grant_id,org_city,cruz,status,org_name,org_state,state_party,award_type,nsf_total_budget,usaspending_obligated,usaspending_outlaid,estimated_budget,estimated_outlays,estimated_remaining
2241805,BERKELEY,TRUE,🔄 Possibly Reinstated,University of California-Berkeley,CA,D,Standard Grant,1292298,NA,NA,1391279,755514.5743348983,635764.4256651017
2105701,LOWELL,FALSE,❌ Terminated,University of Massachusetts Lowell,MA,D,Standard Grant,362835,362835,310939.17,362835,310939.17,51895.830000000016
2432870,NEW YORK,FALSE,❌ Terminated,Columbia University,NY,D,Standard Grant,299738,299738,0,299738,0,299738
2322026,LOS ANGELES,FALSE,❌ Terminated,University of Southern California,CA,D,Standard Grant,999393,1073993,1005854.94,1073993,1005854.94,68138.06000000006
2237986,SAN MARCOS,TRUE,❌ Terminated,Texas State University - San Marcos,TX,R,Continuing Grant,859504,373409,289421.97,859504,289421.97,570082.03
2348705,CLINTON,FALSE,❌ Terminated,Hamilton College,NY,D,Continuing Grant,346149,80955,52830.06,346149,52830.06,293318.94
2215592,SAINT PAUL,FALSE,❌ Terminated,Science Museum of Minnesota,MN,D,Continuing Grant,1644124,1451724,1065303.75,1644124,1065303.75,578820.25
2411953,EL PASO,FALSE,❌ Terminated,University of Texas at El Paso,TX,R,Standard Grant,623267,623267,18684.21,623267,18684.21,604582.79
2404708,New York,FALSE,❌ Terminated,New York University,NY,D,Fellowship Award,160000,160000,111249,160000,111249,48751
2027519,WEST LAFAYETTE,FALSE,❌ Terminated,Purdue University,IN,R,Standard Grant,349516,349516,318815.8,349516,318815.8,30700.20000000001
2405431,WEST LAFAYETTE,FALSE,❌ Terminated,Purdue University,IN,R,Continuing Grant,2586924,644957,105360.43,2586924,105360.43,2481563.57
2214516,CONCORD,TRUE,❌ Terminated,Concord Consortium,MA,D,Standard Grant,2499156,2499156,2062684.68,2499156,2062684.68,436471.32000000007
2200990,BLOOMINGTON,TRUE,❌ Terminated,Indiana University,IN,R,Continuing Grant,2010846,NA,NA,2010846,2010846,0
2215138,TALLAHASSEE,TRUE,❌ Terminated,Florida State University,FL,R,Standard Grant,1902274,NA,NA,1902274,1902274,0
2143993,LA JOLLA,TRUE,🔄 Possibly Reinstated,University of California-San Diego,CA,D,Continuing Grant,927483,927483,470421.63,927483,470421.63,457061.37
2425735,COLLEGE PARK,FALSE,❌ Terminated,"University of Maryland, College Park",MD,D,Standard Grant,813628,NA,NA,813628,813628,0
2122488,HOUSTON,FALSE,❌ Terminated,University of Houston,TX,R,Standard Grant,499937,596969,563536.54,596969,563536.54,33432.45999999996
2343236,LAS CRUCES,TRUE,❌ Terminated,New Mexico State University,NM,D,Standard Grant,156529,156529,84227.75,156529,84227.75,72301.25
2143934,ITHACA,FALSE,❌ Terminated,Cornell University,NY,D,Continuing Grant,650808,491535,430385.44,650808,430385.44,220422.56
2321633,RALEIGH,FALSE,❌ Terminated,North Carolina State University,NC,D,Cooperative Agreement,1000000,1000000,165784.53,1000000,165784.53,834215.47
2342099,CHICAGO,FALSE,❌ Terminated,University of Illinois at Chicago,IL,D,Standard Grant,499999,499999,70968.85,499999,70968.85,429030.15
2334964,MEADVILLE,,❌ Terminated,Allegheny College,PA,D,Standard Grant,448575,NA,NA,448575,449509.53125,-934.53125
2349742,PORTLAND,,❌ Terminated,Portland State University,OR,D,Standard Grant,505759,505759,6062.76,505759,6062.76,499696.24
2119930,BOSTON,,❌ Terminated,Northeastern University,MA,D,Cooperative Agreement,10000000,8950000,4871899.78,10000000,4871899.78,5128100.22
1953560,EL PASO,,❌ Terminated,University of Texas at El Paso,TX,R,Standard Grant,1065260,NA,NA,1297317,1297317,0
2320947,MENLO PARK,,❌ Terminated,SRI International,CA,D,Cooperative Agreement,12599928,NA,NA,12599928,12599928,0
2122717,PUEBLO,,❌ Terminated,Colorado State University-Pueblo,CO,D,Standard Grant,699442,NA,NA,699442,699442,0
2409009,CORVALLIS,,❌ Terminated,Oregon State University,OR,D,Continuing Grant,2500000,1000000,171859.28,2500000,171859.28,2328140.72
2404879,BALTIMORE,,❌ Terminated,University of Maryland Baltimore County,MD,D,Standard Grant,1074964,1074964,1373.49,1074964,1373.49,1073590.51
2318196,STATEN ISLAND,,❌ Terminated,CUNY College of Staten Island,NY,D,Standard Grant,699909,699909,189197.09,699909,189197.09,510711.91000000003
2150323,SAN FRANCISCO,,🔄 Possibly Reinstated,San Francisco State University,CA,D,Standard Grant,499947,NA,NA,499947,392843.4206411259,107103.57935887412
2121950,FRESNO,,❌ Terminated,California State University-Fresno Foundation,CA,D,Standard Grant,1249922,1249922,913251.93,1249922,913251.93,336670.06999999995
1916056,SAN LUIS OBISPO,,❌ Terminated,California Polytechnic State University Foundation,CA,D,Continuing Grant,1605799,NA,NA,2112735,2112735,0
2303074,FORT MYERS,,❌ Terminated,Florida Gulf Coast University,FL,R,Standard Grant,297013,NA,NA,297013,297013,0
2308705,CHARLOTTESVILLE,,❌ Terminated,University of Virginia Main Campus,VA,R,Continuing Grant,3000000,1179361,837528.61,3000000,837528.61,2162471.39
2207219,FORT COLLINS,,❌ Terminated,Colorado State University,CO,D,Continuing Grant,2987427,3075890,1213645.3,3075890,1213645.3,1862244.7
2020524,FORT COLLINS,,❌ Terminated,Colorado State University,CO,D,Continuing Grant,221403,221403,214763.85,221403,214763.85,6639.149999999994
2121601,RAPID CITY,,❌ Terminated,South Dakota School of Mines and Technology,SD,R,Standard Grant,999963,999963,754775.12,999963,754775.12,245187.88
1953713,SAN DIEGO,,❌ Terminated,San Diego State University Foundation,CA,D,Standard Grant,1271684,1271684,904819.4,1271684,904819.4,366864.6
2307376,CORVALLIS,,❌ Terminated,Oregon State University,OR,D,Continuing Grant,1578996,971135,428886.77,1578996,428886.77,1150109.23
2318302,BAYSIDE,,❌ Terminated,CUNY Queensborough Community College,NY,D,Standard Grant,143364,143364,58973.68,143364,58973.68,84390.32
2100242,Boulder,,❌ Terminated,University of Colorado at Boulder,CO,D,Continuing Grant,1999994,1999994,957646.4,1999994,957646.4,1042347.6
2121989,DENVER,,❌ Terminated,University of Denver,CO,D,Standard Grant,990843,1139623,547948.16,1139623,547948.16,591674.84
2214418,SAN JUAN,,❌ Terminated,University of Puerto Rico-Rio Piedras,PR,,Standard Grant,299999,NA,NA,299999,299999,0
2204389,HENDERSON,,❌ Terminated,NEVADA STATE UNIVERSITY,NV,R,Standard Grant,1000000,NA,NA,1000000,1000000,0
2204520,WASHINGTON,,❌ Terminated,American Society For Engineering Education,DC,,Standard Grant,999967,999967,420932.63,999967,420932.63,579034.37
1821083,STONY BROOK,,❌ Terminated,SUNY at Stony Brook,NY,D,Continuing Grant,1349533,1571365,881442.48,1571365,881442.48,689922.52
2345204,LAS CRUCES,,❌ Terminated,New Mexico State University,NM,D,Standard Grant,499920,NA,NA,499920,499920,0
2008186,SAN JUAN,,❌ Terminated,University of Puerto Rico,PR,,Continuing Grant,3200000,NA,NA,3425079,3425079,0
2330015,EVANSTON,,❌ Terminated,Northwestern University,IL,D,Standard Grant,570185,NA,NA,670152,670152,0
2305550,MADISON,,❌ Terminated,University of Wisconsin-Madison,WI,D,Continuing Grant,1250000,NA,NA,1250000,1250000,0
2106571,JACKSON,,❌ Terminated,Jackson State University,MS,R,Standard Grant,399693,399693,272429.75,399693,272429.75,127263.25
2117351,COLORADO SPRINGS,,❌ Terminated,University of Colorado at Colorado Springs,CO,D,Standard Grant,996096,1144442,912676.04,1144442,912676.04,231765.95999999996
2426556,PITTSBURGH,,❌ Terminated,Duquesne University,PA,D,Standard Grant,299980,NA,NA,299980,299980,0
2308599,SAINT LOUIS,,❌ Terminated,HARRIS-STOWE STATE UNIVERSITY,MO,R,Continuing Grant,3497973,1385162,171704.52,3497973,171704.52,3326268.48
1826797,ATLANTA,,❌ Terminated,Clark Atlanta University,GA,R,Continuing Grant,3971561,3971561,2781792.13,3971561,2781792.13,1189768.87
1954767,EAST LANSING,,❌ Terminated,Michigan State University,MI,D,Continuing Grant,491162,541640,391676.14,541640,391676.14,149963.86
2345337,NEW YORK,,❌ Terminated,CUNY City College,NY,D,Standard Grant,986270,986270,23064.1,986270,23064.1,963205.9
1432910,MOSCOW,,❌ Terminated,Regents of the University of Idaho,ID,R,Standard Grant,597487,1257442,155986.85,1257442,155986.85,1101455.15
2314982,LOS ANGELES,,❌ Terminated,University of Southern California,CA,D,Continuing Grant,1279774,NA,NA,1279774,1279774,0
2217329,BALTIMORE,,❌ Terminated,University of Maryland Baltimore County,MD,D,Cooperative Agreement,9999720,NA,NA,9999720,9999720,0
2318413,FLAGSTAFF,,❌ Terminated,Northern Arizona University,AZ,D,Standard Grant,485608,NA,NA,485608,485608,0
2409204,SEATTLE,,❌ Terminated,Seattle Community College District Office,WA,D,Continuing Grant,1498959,NA,NA,1498959,1498959,0
2217346,ATLANTA,,❌ Terminated,Clark Atlanta University,GA,R,Cooperative Agreement,9998289,NA,NA,9998289,9998289,0
1834528,LOS ANGELES,,🔄 Possibly Reinstated,University of Southern California,CA,D,Cooperative Agreement,1205635,1338834,549477.31,1338834,549477.31,789356.69
1916046,CARSON,,❌ Terminated,California State University-Dominguez Hills Foundation,CA,D,Continuing Grant,332133,394495,255475.35,394495,255475.35,139019.65
2318300,FLUSHING,,❌ Terminated,CUNY Queens College,NY,D,Standard Grant,699469,699469,33592.43,699469,33592.43,665876.57
2225248,NORTHRIDGE,,❌ Terminated,"The University Corporation, Northridge",CA,D,Continuing Grant,2998559,3506843,557325.32,3506843,557325.32,2949517.68
2307200,LAS VEGAS,,❌ Terminated,University of Nevada Las Vegas,NV,R,Continuing Grant,3496959,1398417,821813.04,3496959,821813.04,2675145.96
2207361,GREENSBORO,,❌ Terminated,University of North Carolina Greensboro,NC,D,Continuing Grant,3348469,2068810,1348344.15,3348469,1348344.15,2000124.85
2207374,BALTIMORE,,❌ Terminated,University of Maryland Baltimore County,MD,D,Continuing Grant,2999994,3007322,1309087.36,3007322,1309087.36,1698234.64
2304868,WALLAND,,❌ Terminated,Appalachian College Association,TN,R,Standard Grant,921168,921168,395000,921168,395000,526168
2404855,MENLO PARK,,❌ Terminated,SRI International,CA,D,Continuing Grant,2033224,1323590,578825.17,2033224,578825.17,1454398.83
2106583,NORMAL,,❌ Terminated,Alabama A&M University,AL,R,Continuing Grant,2249658,2249658,872671.75,2249658,872671.75,1376986.25
2121930,ROCHESTER,,❌ Terminated,Rochester Institute of Tech,NY,D,Standard Grant,1314681,1314681,885166.89,1314681,885166.89,429514.11
2308501,SACRAMENTO,,❌ Terminated,"University Enterprises, Incorporated",CA,D,Continuing Grant,2500000,1000000,175589.49,2500000,175589.49,2324410.51
2017017,SEATTLE,,❌ Terminated,University of Washington,WA,D,Standard Grant,1099206,NA,NA,1099206,1099206,0
2404536,ANN ARBOR,,❌ Terminated,Regents of the University of Michigan - Ann Arbor,MI,D,Standard Grant,686996,686996,12401.91,686996,12401.91,674594.09
2310386,CHICAGO,,❌ Terminated,Society of Women Engineers,IL,D,Continuing Grant,4999924,1893997,1893997,4999924,1893997,3105927
2305516,TALLAHASSEE,,❌ Terminated,Florida State University,FL,R,Standard Grant,999919,999919,347327.37,999919,347327.37,652591.63
2204577,EDINBURG,,🔄 Possibly Reinstated,The University of Texas Rio Grande Valley,TX,R,Continuing Grant,1250000,1487240,768989.12,1487240,768989.12,718250.88
2337063,AUBURN,,❌ Terminated,Auburn University,AL,R,Standard Grant,942952,942952,0,942952,0,942952
1561912,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1500000,1800000,632480.78,1800000,632480.78,1167519.22
1752516,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,549892,597892,270774.17,597892,270774.17,327117.83
1758478,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1200000,1200000,655700.01,1200000,655700.01,544299.99
1906169,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,506020,NA,NA,506020,506020,0
1917781,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,679391,NA,NA,781246,770192.3140118667,11053.685988133308
1918511,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,564720,564720,465534.2,564720,465534.2,99185.79999999999
1919275,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,166000,166000,7859.07,166000,7859.07,158140.93
1925919,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,25000000,NA,NA,25000000,20479452.05479452,4520547.94520548
1936715,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1000000,1299998,497216.74,1299998,497216.74,802781.26
1943467,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,575000,575000,363306.09,575000,363306.09,211693.90999999997
1943497,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,686013,NA,NA,702013,594948.0036529681,107064.9963470319
1944510,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,500000,400000,226974.7,500000,226974.7,273025.3
1945471,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,400000,573275,474157.79,573275,474157.79,99117.21000000002
1945667,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,400000,NA,NA,400000,338602.9411764706,61397.0588235294
1948493,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,95111,95111,589.65,95111,589.65,94521.35
2007891,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,339131,NA,NA,339131,327795.66246575344,11335.337534246559
2012073,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,349971,NA,NA,349971,286688.57260273973,63282.42739726027
2037472,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,225164,225164,55992.33,225164,55992.33,169171.66999999998
2042181,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,533303,NA,NA,602345,492107.6136986301,110237.38630136987
2045795,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,1111344,1111344,1060349.89,1111344,1060349.89,50994.1100000001
2046737,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,500000,523776,216678.46,523776,216678.46,307097.54000000004
2046915,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,399259,283624,204630.83,399259,204630.83,194628.17
2047297,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,548111,576387,399121.63,576387,399121.63,177265.37
2047663,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,700000,732000,600150.11,732000,600150.11,131849.89
2048212,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,747557,NA,NA,747557,529775.5543378995,217781.44566210045
2048219,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,624604,765687,576198.71,765687,576198.71,189488.29000000004
2048280,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,500000,516000,426026.78,516000,426026.78,89973.21999999997
2048285,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,606492,613492,353356.77,613492,353356.77,260135.22999999998
2049979,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,650000,NA,NA,650000,650000,0
2054253,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,955817,971814,820275.98,971814,820275.98,151538.02000000002
2106404,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,576018,576018,95825.89,576018,95825.89,480192.11
2106838,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,826666,826666,478639.48,826666,478639.48,348026.52
2106908,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,1199873,1199873,1034298.66,1199873,1034298.66,165574.33999999997
2107603,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,299347,299347,276998.52,299347,276998.52,22348.47999999998
2119818,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,850000,NA,NA,850000,814486.301369863,35513.69863013702
2121561,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,214006,214006,176928.46,214006,176928.46,37077.54000000001
2124650,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,582494,582494,414839.33,582494,414839.33,167654.66999999998
2133424,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,291231,291231,166264.85,291231,166264.85,124966.15
2133699,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,192850,192850,163319.64,192850,163319.64,29530.359999999986
2134911,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,306173,306173,302849.77,306173,302849.77,3323.2299999999814
2135747,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,995498,NA,NA,995498,678323.8718939812,317174.12810601876
2136090,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Continuing Grant,2500000,2150000,919042.92,2500000,919042.92,1580957.08
2140506,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,351097,365097,96180.95,365097,96180.95,268916.05
2140675,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,61578,NA,NA,61578,51329.05890410959,10248.941095890412
2141223,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,549996,549996,328028.81,549996,328028.81,221967.19
2141431,LOS ANGELES,,🔄 Possibly Reinstated,University of California-Los Angeles,CA,D,Standard Grant,459641,NA,NA,459641,363934.92876712326,95706.07123287674
